student_id,selected_activity,selected_estimated_gain,observed_activity,observed_gain,selection_matches_observed_policy
10850,Practice Questions,2.5656734597063955,Concept Review,2.55,False
10851,Critical Thinking Activity,2.405040968224703,Application Exercise,1.34,False
10852,Application Exercise,4.646755602467894,Advanced Practice,1.66,False
10853,Application Exercise,5.249758200845335,Advanced Practice,5.77,False
10854,Application Exercise,4.488828588621331,Application Exercise,2.85,True
10855,Application Exercise,3.6012001521307737,Advanced Practice,2.25,False
10856,Application Exercise,3.539470564646722,Critical Thinking Activity,0.53,False
10857,Application Exercise,6.114419276037967,Critical Thinking Activity,4.77,False
10858,Application Exercise,4.015819744573893,Advanced Practice,3.11,False
10859,Concept Review,3.3396442345697754,Concept Review,3.69,True
10860,Critical Thinking Activity,6.408637681700741,Concept Review,5.24,False
10861,Critical Thinking Activity,3.471042653847845,Application Exercise,4.74,False
10862,Application Exercise,3.6237624641894746,Practice Questions,1.42,False
10863,Advanced Practice,1.6092237149098683,Critical Thinking Activity,0.75,False
10864,Application Exercise,3.7153994757622724,Advanced Practice,3.3,False
10865,Application Exercise,6.827888753828842,Concept Review,9.2,False
10866,Application Exercise,6.417192418274756,Concept Review,7.04,False
10867,Application Exercise,5.637212299097635,Concept Review,4.87,False
10868,Critical Thinking Activity,6.075188496484715,Application Exercise,3.76,False
10869,Application Exercise,4.319580267322099,Advanced Practice,2.25,False
10870,Application Exercise,2.8815825185933774,Practice Questions,2.31,False
10871,Concept Review,4.354371960159839,Concept Review,3.48,True
10872,Application Exercise,6.222851649137796,Advanced Practice,2.69,False
10873,Application Exercise,4.013360655344551,Application Exercise,2.34,True
10874,Advanced Practice,3.7727777074181152,Advanced Practice,6.0,True
10875,Application Exercise,5.360051527258815,Critical Thinking Activity,6.81,False
10876,Advanced Practice,5.315448505523136,Application Exercise,4.13,False
10877,Application Exercise,6.207137340582866,Advanced Practice,6.16,False
10878,Application Exercise,4.577684150706824,Advanced Practice,2.35,False
10879,Application Exercise,4.51610158014753,Advanced Practice,5.49,False
10880,Application Exercise,5.420263298683723,Advanced Practice,4.63,False
10881,Application Exercise,4.948034391034272,Critical Thinking Activity,6.01,False
10882,Advanced Practice,2.675619891474729,Concept Review,0.27,False
10883,Critical Thinking Activity,2.5517044185869677,Application Exercise,3.45,False
10884,Application Exercise,5.821710886528346,Critical Thinking Activity,5.54,False
10885,Application Exercise,4.451891241615588,Critical Thinking Activity,4.51,False
10886,Application Exercise,3.210695782798819,Critical Thinking Activity,3.96,False
10887,Application Exercise,3.4690680944615484,Advanced Practice,2.5,False
10888,Application Exercise,5.483849663983756,Critical Thinking Activity,3.41,False
10889,Application Exercise,3.8603135229749084,Advanced Practice,3.8,False
10890,Application Exercise,3.7705212211585093,Critical Thinking Activity,2.44,False
10891,Concept Review,5.981865437477627,Concept Review,4.57,True
10892,Application Exercise,4.325052868034957,Critical Thinking Activity,2.92,False
10893,Application Exercise,4.588904664207368,Practice Questions,1.49,False
10894,Application Exercise,2.598869253403458,Advanced Practice,1.06,False
10895,Advanced Practice,4.072733930409219,Critical Thinking Activity,6.11,False
10896,Critical Thinking Activity,3.0905581386613816,Advanced Practice,3.46,False
10897,Application Exercise,4.167879105747564,Critical Thinking Activity,2.04,False
10898,Application Exercise,4.029611393963118,Advanced Practice,4.5,False
10899,Application Exercise,5.785844822674473,Practice Questions,3.73,False
10900,Application Exercise,7.160427733473041,Critical Thinking Activity,6.64,False
10901,Application Exercise,4.201506052533914,Advanced Practice,3.52,False
10902,Application Exercise,5.034663728208783,Critical Thinking Activity,6.03,False
10903,Application Exercise,2.691656445193288,Advanced Practice,0.0,False
10904,Application Exercise,3.149507656574084,Critical Thinking Activity,1.8,False
10905,Application Exercise,5.052681289461917,Advanced Practice,1.88,False
10906,Application Exercise,2.6456933633121573,Advanced Practice,2.12,False
10907,Application Exercise,4.345210561969518,Practice Questions,5.02,False
10908,Application Exercise,3.8112908210660557,Advanced Practice,2.41,False
10909,Application Exercise,5.049315311809254,Practice Questions,3.32,False
10910,Application Exercise,4.636492860898614,Advanced Practice,5.15,False
10911,Critical Thinking Activity,4.174316648842449,Concept Review,5.35,False
10912,Application Exercise,3.870023830718515,Critical Thinking Activity,2.9,False
10913,Application Exercise,5.736242546595871,Advanced Practice,6.19,False
10914,Application Exercise,3.4508089138664433,Advanced Practice,1.22,False
10915,Application Exercise,5.225210090587913,Advanced Practice,5.73,False
10916,Application Exercise,5.327484296279257,Critical Thinking Activity,7.02,False
10917,Advanced Practice,5.119083784588904,Application Exercise,5.9,False
10918,Application Exercise,1.7540109525589265,Application Exercise,0.0,True
10919,Application Exercise,6.085094990207111,Practice Questions,3.91,False
10920,Application Exercise,4.186412061724159,Critical Thinking Activity,3.86,False
10921,Application Exercise,6.213000211953924,Practice Questions,3.8,False
10922,Application Exercise,5.176608845562461,Critical Thinking Activity,6.12,False
10923,Application Exercise,5.724477854603109,Critical Thinking Activity,6.03,False
10924,Application Exercise,0.9006571957961098,Practice Questions,0.0,False
10925,Critical Thinking Activity,2.7435804479695514,Application Exercise,3.04,False
10926,Application Exercise,2.5546208463402182,Advanced Practice,0.66,False
10927,Application Exercise,5.675837231456615,Advanced Practice,3.98,False
10928,Advanced Practice,6.139064710691874,Application Exercise,5.27,False
10929,Application Exercise,5.268133804684815,Practice Questions,5.22,False
10930,Application Exercise,4.750950649209902,Practice Questions,6.83,False
10931,Application Exercise,4.553446392739711,Advanced Practice,1.53,False
10932,Advanced Practice,6.484557720375849,Concept Review,3.76,False
10933,Application Exercise,4.231837793193444,Practice Questions,2.24,False
10934,Application Exercise,4.133732232412773,Practice Questions,1.08,False
10935,Advanced Practice,5.664619643010414,Concept Review,5.67,False
10936,Application Exercise,6.325466467696003,Concept Review,7.06,False
10937,Application Exercise,5.920547031739108,Application Exercise,7.17,True
10938,Application Exercise,2.783614122874395,Advanced Practice,1.63,False
10939,Application Exercise,6.1262844298417445,Concept Review,5.72,False
10940,Application Exercise,5.309716838367208,Advanced Practice,1.61,False
10941,Application Exercise,4.365153270931508,Application Exercise,4.31,True
10942,Application Exercise,3.899391395687082,Advanced Practice,3.27,False
10943,Application Exercise,3.223806686853834,Application Exercise,3.48,True
10944,Practice Questions,3.9008140525549764,Advanced Practice,2.54,False
10945,Application Exercise,4.837833152114774,Advanced Practice,3.4,False
10946,Advanced Practice,6.952049782401041,Concept Review,4.88,False
10947,Advanced Practice,3.3878332074342774,Critical Thinking Activity,0.11,False
10948,Application Exercise,3.2154693780247814,Advanced Practice,1.03,False
10949,Critical Thinking Activity,4.971415756644105,Concept Review,2.47,False
10950,Application Exercise,4.5439255376799474,Critical Thinking Activity,4.35,False
10951,Application Exercise,5.368951057929318,Critical Thinking Activity,4.53,False
10952,Application Exercise,5.207607811272007,Critical Thinking Activity,4.09,False
10953,Application Exercise,4.339467706714876,Practice Questions,2.17,False
10954,Application Exercise,4.927477383411226,Advanced Practice,0.0,False
10955,Advanced Practice,4.642660550195928,Application Exercise,6.87,False
10956,Application Exercise,4.659495122065028,Concept Review,1.85,False
10957,Application Exercise,6.022651774097251,Critical Thinking Activity,4.39,False
10958,Application Exercise,5.627475832800664,Concept Review,2.92,False
10959,Application Exercise,4.113569022330225,Advanced Practice,4.55,False
10960,Critical Thinking Activity,3.7115071725992737,Concept Review,3.46,False
10961,Application Exercise,3.993688540930302,Practice Questions,1.85,False
10962,Application Exercise,6.004718076168399,Concept Review,4.67,False
10963,Application Exercise,5.076888263196999,Advanced Practice,6.16,False
10964,Application Exercise,5.022245810137327,Advanced Practice,3.9,False
10965,Application Exercise,4.057901410964886,Critical Thinking Activity,2.53,False
10966,Application Exercise,5.761412174401643,Advanced Practice,3.08,False
10967,Application Exercise,2.4172648059347623,Practice Questions,0.0,False
10968,Advanced Practice,5.0064716744526745,Application Exercise,4.53,False
10969,Application Exercise,6.684991885848246,Critical Thinking Activity,6.5,False
10970,Application Exercise,4.707974172359104,Critical Thinking Activity,5.56,False
10971,Application Exercise,6.367559464764891,Critical Thinking Activity,2.1,False
10972,Application Exercise,3.5435354194867514,Advanced Practice,1.44,False
10973,Advanced Practice,4.744845548130778,Critical Thinking Activity,3.75,False
10974,Advanced Practice,4.424873732686682,Advanced Practice,4.0,True
10975,Application Exercise,4.618023121898006,Application Exercise,3.47,True
10976,Application Exercise,5.532183257428298,Application Exercise,4.82,True
10977,Application Exercise,4.922163075247714,Concept Review,4.88,False
10978,Application Exercise,4.642708565888736,Advanced Practice,2.42,False
10979,Application Exercise,2.771165539077848,Advanced Practice,3.64,False
10980,Application Exercise,3.72924226738423,Critical Thinking Activity,3.18,False
10981,Application Exercise,2.8984592523570307,Advanced Practice,2.38,False
10982,Advanced Practice,5.382885656517185,Application Exercise,8.13,False
10983,Application Exercise,5.058740103067585,Advanced Practice,6.01,False
10984,Advanced Practice,3.9067045624779233,Critical Thinking Activity,5.37,False
10985,Critical Thinking Activity,6.545827042503271,Concept Review,2.08,False
10986,Application Exercise,4.5261571095427175,Practice Questions,5.76,False
10987,Application Exercise,6.938643509630882,Critical Thinking Activity,7.58,False
10988,Concept Review,4.900330654879298,Practice Questions,6.92,False
10989,Practice Questions,4.703093002653338,Advanced Practice,6.43,False
10990,Application Exercise,5.00074593749906,Advanced Practice,5.74,False
10991,Application Exercise,4.48929241342087,Practice Questions,4.49,False
10992,Advanced Practice,3.4397579903801265,Practice Questions,5.03,False
10993,Practice Questions,4.209789785375282,Practice Questions,7.15,True
10994,Application Exercise,3.797465674609602,Concept Review,3.57,False
10995,Practice Questions,3.1092791488963982,Application Exercise,0.77,False
10996,Concept Review,4.778290162691011,Concept Review,3.8,True
10997,Advanced Practice,4.080074342094402,Concept Review,4.7,False
10998,Application Exercise,1.7586218232948194,Advanced Practice,1.25,False
10999,Application Exercise,5.698836948555499,Critical Thinking Activity,3.73,False
11000,Application Exercise,5.656635537494845,Critical Thinking Activity,1.54,False
