student_id,age,gender,class_year,previous_gpa,prior_course_grade,attendance_rate,absence_hours,study_hours_week,weekly_questions,quiz_average,assignment_average,assignment_on_time,midterm,practice_test_score,lms_login_count,video_watch_minutes,motivation,self_efficacy,academic_anxiety,time_management,self_regulation,preferred_learning_type,recommendation_completion_rate,conceptual_understanding,problem_solving,application_skills,critical_thinking,advanced_topics,weakest_topic,learning_risk_score,learning_risk_level,recommended_activity,recommended_duration_min,expected_learning_gain,final_grade
10501,24,M,1,4.0,89.7,84.8,11.0,6.7,330,98.7,92.9,90.9,84.1,89.8,34,510,3.51,3.95,1.94,4.14,4.38,Video,80.4,100.0,90.0,100.0,85.5,100.0,Critical Thinking,13.2,Low,Critical Thinking Activity,20,7.48,94.8
10502,26,F,3,2.81,80.5,72.4,14.0,3.0,160,69.6,81.9,74.4,90.2,72.6,9,131,3.67,3.94,2.69,2.71,3.26,Video,49.2,92.4,94.9,93.2,75.3,89.7,Critical Thinking,22.7,Low,Critical Thinking Activity,30,4.28,86.9
10503,18,F,4,2.15,66.4,75.3,15.0,5.7,179,71.2,71.5,73.8,54.3,65.4,15,293,2.47,2.56,3.45,2.97,2.78,Video,35.9,85.8,78.1,63.1,63.8,63.9,Application Skills,41.2,Medium,Application Exercise,30,3.26,56.7
10504,23,F,1,2.29,74.3,81.5,10.5,6.3,226,80.2,82.3,69.7,79.5,76.0,27,338,3.66,4.43,1.89,3.26,2.86,Video,57.5,86.7,100.0,85.2,58.3,85.3,Critical Thinking,22.1,Low,Critical Thinking Activity,20,4.37,76.1
10505,20,M,3,2.13,32.3,74.9,10.5,0.5,179,55.5,41.2,79.2,44.7,52.9,10,249,1.45,2.04,2.44,2.62,2.27,Video,20.9,53.6,48.7,52.1,58.8,52.4,Problem Solving,48.6,Medium,Practice Questions,25,2.01,48.5
10506,20,M,4,2.91,68.9,75.6,11.6,8.9,322,71.0,78.5,68.1,83.8,77.0,26,378,2.72,3.52,2.54,2.74,2.81,Video,31.0,92.9,86.6,84.3,81.9,79.2,Advanced Topics,26.0,Low,Advanced Practice,30,2.95,72.9
10507,20,F,4,3.38,86.8,91.5,4.4,14.9,373,100.0,100.0,100.0,100.0,85.7,48,609,5.0,4.69,1.63,5.0,4.29,Video,92.8,100.0,100.0,100.0,100.0,100.0,Conceptual Understanding,4.6,Low,Concept Review,25,5.4,100.0
10508,20,F,4,2.95,66.7,93.1,6.0,14.0,397,85.3,91.8,76.3,88.1,100.0,34,606,4.32,3.91,2.26,4.72,4.35,Video,79.1,100.0,96.1,100.0,87.6,95.6,Critical Thinking,12.3,Low,Critical Thinking Activity,20,4.72,97.5
10509,22,F,2,2.44,45.8,80.7,11.6,1.6,97,63.3,58.2,76.8,61.9,65.5,21,150,2.76,3.39,2.3,2.54,2.97,Video,48.0,77.0,39.3,54.1,64.9,58.0,Problem Solving,41.3,Medium,Practice Questions,30,2.16,46.4
10510,20,M,4,2.58,54.6,68.4,15.0,6.6,233,63.5,95.3,95.2,90.9,63.8,32,357,3.27,3.86,2.64,3.12,3.72,Video,51.5,84.3,67.9,76.0,82.2,82.7,Problem Solving,26.6,Low,Practice Questions,25,2.29,73.7
10511,22,M,3,1.2,46.6,63.7,19.7,4.1,155,42.4,71.0,55.8,46.9,46.9,7,14,2.68,2.67,4.58,2.36,1.94,Practice,32.6,54.8,60.8,53.7,42.9,36.2,Advanced Topics,57.1,Medium,Advanced Practice,30,0.97,35.9
10512,21,F,1,2.77,82.9,85.7,11.9,11.6,366,95.5,93.3,85.6,90.3,83.3,29,514,4.34,3.65,1.33,3.67,4.43,Video,73.9,88.1,100.0,100.0,100.0,100.0,Conceptual Understanding,13.0,Low,Concept Review,20,5.47,86.2
10513,21,F,2,1.87,79.3,70.9,16.2,10.5,294,76.7,89.0,75.0,71.2,84.6,23,511,3.65,3.57,2.61,2.78,2.77,Video,64.4,82.7,99.0,77.7,91.7,84.1,Application Skills,23.0,Low,Application Exercise,20,4.22,88.8
10514,20,F,3,1.79,44.0,55.6,23.8,3.0,192,43.5,38.4,61.1,39.6,27.0,8,81,2.63,2.18,3.11,2.95,2.82,Video,25.1,56.4,59.1,48.1,48.6,49.6,Application Skills,54.2,Medium,Application Exercise,25,2.33,46.7
10515,20,M,1,1.62,44.9,65.6,19.9,10.4,259,77.3,65.0,85.3,57.0,58.2,24,337,2.97,2.88,3.83,3.46,3.18,Video,47.3,67.6,61.0,86.1,59.0,68.1,Critical Thinking,36.6,Medium,Critical Thinking Activity,35,0.27,66.3
10516,23,M,3,2.48,43.7,97.7,2.8,4.9,348,67.5,63.7,86.0,65.6,46.4,28,437,2.72,2.4,2.27,4.01,3.35,Video,56.5,81.8,63.7,62.8,69.6,48.7,Advanced Topics,32.8,Low,Advanced Practice,25,6.62,65.5
10517,23,F,3,2.9,51.1,84.4,7.7,11.4,318,86.9,80.3,79.6,82.2,73.1,32,426,3.86,3.9,2.92,3.93,3.9,Video,58.6,89.2,95.5,85.5,70.0,100.0,Critical Thinking,19.2,Low,Critical Thinking Activity,20,6.4,85.0
10518,19,F,1,1.61,34.6,47.6,29.8,0.5,40,46.7,47.6,43.8,39.3,38.9,11,71,1.5,1.95,2.51,1.22,1.32,Quiz,18.4,49.3,54.2,42.2,35.7,36.5,Critical Thinking,60.3,High,Critical Thinking Activity,40,1.97,27.6
10519,22,F,3,3.14,67.5,87.9,6.0,10.6,333,100.0,70.9,79.4,94.0,84.2,35,398,4.37,3.7,1.98,4.19,4.71,Video,92.5,100.0,92.9,100.0,90.8,86.3,Advanced Topics,9.7,Low,Advanced Practice,30,9.47,95.9
10520,23,M,3,2.51,66.1,85.4,9.5,8.0,293,71.4,79.2,72.8,82.8,66.2,29,332,2.98,2.66,1.97,3.12,3.32,Video,35.3,96.1,80.9,78.0,63.5,99.2,Critical Thinking,26.6,Low,Critical Thinking Activity,30,2.03,70.0
10521,18,F,2,3.12,53.6,90.8,5.4,9.0,350,84.1,77.0,80.0,72.4,60.8,22,416,3.11,3.25,2.73,3.28,3.47,Video,56.4,73.9,86.5,91.1,82.5,81.8,Conceptual Understanding,26.0,Low,Concept Review,30,7.18,71.5
10522,23,M,1,2.05,52.5,57.2,24.5,1.7,110,52.0,66.2,50.4,42.0,52.4,11,132,1.56,2.98,2.75,1.65,1.52,Video,0.0,45.4,44.0,55.0,44.8,45.7,Problem Solving,49.7,Medium,Practice Questions,35,0.0,50.2
10523,20,M,1,2.73,75.9,80.5,9.2,7.3,197,72.0,78.3,64.2,75.8,83.6,29,192,3.41,3.49,2.86,2.59,3.19,Video,42.0,95.0,94.6,73.5,100.0,87.9,Application Skills,27.3,Low,Application Exercise,20,3.98,76.0
10524,23,F,2,3.61,84.4,97.9,0.0,11.1,331,94.2,84.0,100.0,83.5,91.8,20,475,2.61,4.15,1.93,3.59,3.88,Video,68.9,100.0,100.0,100.0,80.6,100.0,Critical Thinking,12.7,Low,Critical Thinking Activity,25,3.2,89.6
10525,20,F,4,2.15,66.0,64.5,21.4,0.5,176,62.4,43.9,50.8,61.1,54.3,11,227,2.41,3.11,3.38,1.72,2.06,Video,19.9,51.5,63.0,70.0,65.0,45.5,Advanced Topics,46.4,Medium,Advanced Practice,30,1.97,45.6
10526,18,F,1,1.94,47.0,70.1,16.3,0.7,73,53.7,61.5,68.2,43.9,51.8,11,116,2.86,2.33,3.16,2.43,2.25,Quiz,25.1,40.0,53.5,69.0,49.5,45.0,Conceptual Understanding,49.7,Medium,Concept Review,25,2.86,51.0
10527,18,M,3,2.6,77.5,90.3,5.9,11.1,377,80.2,93.4,87.4,86.5,81.1,26,325,4.51,3.73,2.24,3.77,3.49,Video,69.3,81.1,100.0,87.2,82.5,89.0,Conceptual Understanding,15.6,Low,Concept Review,20,4.59,91.7
10528,22,M,1,2.36,60.7,78.6,11.2,5.6,142,69.2,66.9,78.3,53.7,68.5,25,268,3.49,2.76,2.71,2.19,3.01,Video,64.7,68.9,73.2,58.6,64.8,64.1,Application Skills,38.2,Medium,Application Exercise,35,5.34,61.1
10529,22,M,2,2.99,61.3,92.1,6.1,7.9,274,76.6,90.5,79.8,74.1,51.8,36,311,3.72,3.59,3.58,3.73,3.94,Video,45.1,75.9,99.5,75.6,72.9,67.7,Advanced Topics,24.5,Low,Advanced Practice,20,4.48,83.8
10530,20,F,4,2.17,79.0,79.6,10.0,5.5,200,58.5,74.7,67.2,72.8,75.1,23,160,3.27,3.89,2.45,1.88,2.61,Video,34.4,100.0,81.9,68.1,85.2,74.1,Application Skills,32.6,Low,Application Exercise,30,2.11,64.4
10531,23,F,3,1.64,44.2,49.1,27.7,0.8,86,50.6,48.1,58.0,43.8,39.7,5,111,3.39,1.68,4.02,2.07,1.5,Video,40.1,53.7,42.8,42.4,54.5,29.3,Advanced Topics,57.7,Medium,Advanced Practice,25,1.35,41.9
10532,18,M,1,3.42,79.9,88.7,7.8,11.2,261,96.4,89.9,97.4,100.0,96.6,31,426,4.65,4.45,3.56,4.17,4.1,Video,87.0,100.0,98.6,100.0,100.0,100.0,Problem Solving,9.7,Low,Practice Questions,20,7.14,100.0
10533,21,M,2,2.66,62.5,69.9,18.9,5.9,234,60.9,73.6,69.9,76.6,64.6,23,245,3.29,2.91,2.24,2.65,3.37,Video,52.4,87.4,71.5,86.2,50.5,66.9,Critical Thinking,33.1,Low,Critical Thinking Activity,20,3.15,65.7
10534,19,F,1,2.85,66.2,92.7,3.0,11.2,294,86.4,67.2,70.4,82.9,53.7,34,435,4.4,3.26,1.53,4.11,4.07,Video,69.4,81.6,82.4,87.2,89.2,100.0,Conceptual Understanding,15.5,Low,Concept Review,20,6.66,88.3
10535,20,M,2,2.48,61.0,66.5,22.3,8.3,298,72.4,78.6,71.9,67.7,64.1,24,235,3.38,2.77,3.16,3.96,3.4,Video,71.8,79.6,72.8,79.9,74.2,81.9,Problem Solving,30.3,Low,Practice Questions,25,6.67,80.3
10536,22,M,3,2.46,69.2,87.0,7.8,10.9,305,84.9,82.4,71.0,61.0,85.5,30,295,3.81,3.19,1.95,3.38,3.74,Video,78.5,90.6,87.5,74.0,72.6,81.8,Critical Thinking,24.5,Low,Critical Thinking Activity,25,2.84,78.8
10537,20,M,1,1.94,47.0,77.1,10.5,4.8,151,60.3,70.0,66.5,37.4,51.1,32,303,3.17,2.56,4.37,2.3,2.98,Video,42.3,55.8,58.1,63.8,54.3,45.1,Advanced Topics,50.3,Medium,Advanced Practice,25,5.16,49.9
10538,21,M,2,3.31,100.0,100.0,0.7,13.2,422,100.0,93.1,96.5,81.1,94.8,45,385,4.21,4.88,1.73,4.96,4.7,Video,78.4,100.0,100.0,96.0,82.9,100.0,Critical Thinking,8.8,Low,Critical Thinking Activity,20,9.19,95.4
10539,24,M,2,2.42,53.0,67.7,17.0,2.0,59,68.5,72.5,67.4,55.1,65.6,17,73,3.26,3.24,2.46,2.63,3.13,Video,49.5,77.2,56.6,67.2,70.7,61.3,Problem Solving,36.4,Medium,Practice Questions,25,4.21,70.3
10540,20,M,4,2.96,68.9,68.7,18.1,4.9,193,78.5,80.2,90.3,71.2,73.9,15,145,3.04,3.46,1.75,3.17,3.23,Video,52.9,77.0,89.2,92.7,68.8,70.0,Critical Thinking,25.3,Low,Critical Thinking Activity,20,4.93,81.9
10541,23,F,4,2.76,70.3,80.4,10.7,7.7,245,81.7,88.0,80.1,76.6,86.1,26,350,3.56,3.88,3.29,3.86,3.92,Video,62.6,100.0,86.9,68.5,71.2,80.0,Application Skills,22.2,Low,Application Exercise,25,6.48,88.0
10542,19,F,1,1.83,57.1,68.2,17.6,6.9,166,57.6,59.8,80.7,53.2,56.0,24,353,3.65,2.18,2.87,2.19,3.39,Video,63.6,52.8,61.2,65.0,75.0,57.2,Conceptual Understanding,42.6,Medium,Concept Review,25,4.12,58.8
10543,23,M,3,2.58,60.8,77.1,10.8,7.6,310,87.7,67.5,81.8,81.8,82.5,19,344,3.69,3.92,2.54,3.67,3.85,Video,70.7,100.0,100.0,100.0,87.0,67.0,Advanced Topics,20.1,Low,Advanced Practice,20,5.43,84.4
10544,25,F,2,2.94,64.2,69.9,18.6,7.4,174,69.9,74.9,79.3,61.8,79.3,28,480,3.02,2.86,2.9,2.72,2.77,Video,34.1,83.3,88.2,75.3,89.4,81.5,Application Skills,34.8,Low,Application Exercise,20,1.04,68.2
10545,18,F,2,1.73,72.9,74.1,11.9,9.4,301,88.1,87.0,85.7,74.5,91.8,35,472,3.87,3.57,1.81,4.2,3.68,Video,80.9,93.4,97.9,88.0,59.3,82.9,Critical Thinking,22.3,Low,Critical Thinking Activity,20,5.58,77.6
10546,20,F,3,1.68,35.2,87.2,4.8,4.1,210,62.3,54.5,65.4,41.4,66.9,15,162,3.46,2.39,2.68,3.56,3.47,Video,59.7,69.9,48.5,58.0,47.1,65.8,Critical Thinking,41.4,Medium,Critical Thinking Activity,25,5.21,62.7
10547,23,F,4,2.52,53.1,76.2,13.8,7.2,258,73.6,81.1,69.5,60.6,64.3,37,278,2.72,3.09,1.99,2.91,3.91,Video,59.7,91.1,66.4,76.6,62.9,77.5,Critical Thinking,28.7,Low,Critical Thinking Activity,20,5.59,78.5
10548,21,M,4,1.62,54.1,83.2,12.5,4.3,136,66.1,67.9,72.5,56.0,74.4,17,447,3.0,3.0,3.59,3.47,3.31,Video,58.1,75.2,72.4,71.5,91.0,47.2,Advanced Topics,40.9,Medium,Advanced Practice,35,5.88,56.8
10549,22,M,3,2.88,75.3,88.8,5.5,2.6,190,63.9,60.2,70.3,75.3,57.9,34,345,2.68,3.37,3.2,2.9,3.03,Video,31.7,69.5,71.8,66.4,63.4,58.0,Advanced Topics,34.4,Low,Advanced Practice,30,1.97,62.2
10550,20,F,2,2.96,64.0,74.9,15.2,0.5,156,64.9,49.8,55.2,57.3,61.1,14,214,2.3,2.42,2.45,1.33,2.22,Video,27.5,65.0,55.7,74.9,63.6,55.6,Advanced Topics,41.7,Medium,Advanced Practice,30,1.54,56.6
10551,22,F,3,2.43,61.6,68.6,19.4,4.5,133,67.9,59.8,61.4,71.4,66.1,21,252,2.82,2.9,3.36,3.06,2.83,Video,36.0,86.6,66.8,73.1,75.9,48.4,Advanced Topics,35.1,Medium,Advanced Practice,25,5.97,68.6
10552,21,F,1,1.2,68.6,73.5,16.2,2.9,137,68.2,81.0,69.3,65.6,52.8,22,222,2.53,2.08,2.42,3.16,2.5,Video,27.3,47.2,67.8,72.3,84.0,60.3,Conceptual Understanding,39.6,Medium,Concept Review,25,2.33,55.7
10553,24,M,3,3.02,64.2,69.5,16.2,3.3,110,63.0,73.9,87.9,56.6,63.3,27,147,2.88,3.55,2.02,2.52,3.34,Video,52.3,84.7,66.4,75.9,83.9,44.6,Advanced Topics,35.4,Medium,Advanced Practice,25,4.4,68.5
10554,22,M,2,1.84,49.2,82.5,7.5,5.4,192,60.1,67.0,69.0,45.9,65.2,23,287,2.35,2.22,2.74,3.53,2.77,Video,60.2,65.6,80.3,63.9,72.6,49.9,Advanced Topics,43.9,Medium,Advanced Practice,30,3.82,54.1
10555,22,F,3,3.22,79.8,99.6,0.0,9.6,385,90.4,83.8,99.9,80.6,75.0,38,506,3.26,3.65,2.91,3.41,4.23,Video,44.8,97.1,97.5,75.5,78.8,83.4,Application Skills,16.8,Low,Application Exercise,30,3.32,88.9
10556,21,M,1,2.65,58.8,72.1,14.8,8.2,216,77.3,75.3,73.0,76.8,83.7,25,241,3.14,3.81,1.63,3.09,3.79,Video,59.7,95.7,93.2,87.4,86.8,83.1,Advanced Topics,25.0,Low,Advanced Practice,20,7.16,72.2
10557,20,M,1,1.2,30.0,51.3,29.1,1.6,71,30.6,49.9,48.0,20.0,20.0,6,89,2.88,1.14,2.76,1.72,2.44,Video,40.5,42.1,29.2,34.5,30.1,27.8,Advanced Topics,64.7,High,Advanced Practice,30,2.18,37.4
10558,21,M,4,2.62,45.8,47.5,26.6,4.8,112,73.4,62.8,70.3,65.3,75.0,17,348,2.38,2.33,2.7,3.01,2.52,Video,37.5,69.6,80.1,61.5,59.0,71.8,Critical Thinking,39.6,Medium,Critical Thinking Activity,30,1.24,60.1
10559,22,M,1,1.91,61.2,61.4,22.6,5.0,176,52.9,71.3,59.4,64.9,67.2,10,211,4.05,3.08,3.35,2.85,2.81,Video,50.7,71.0,62.8,75.9,62.1,57.6,Advanced Topics,42.4,Medium,Advanced Practice,30,2.95,57.0
10560,21,F,2,1.2,39.5,73.8,12.5,0.5,127,54.6,50.2,62.3,32.9,42.7,1,292,2.99,2.27,3.43,1.88,2.23,Video,21.7,62.5,55.4,61.7,44.3,42.6,Advanced Topics,54.3,Medium,Advanced Practice,30,0.0,43.8
10561,22,M,1,2.4,51.4,69.7,16.9,5.0,141,51.6,76.7,67.6,45.4,51.5,19,110,2.92,2.32,2.12,3.13,3.2,Video,52.6,52.3,50.9,40.0,72.5,47.4,Application Skills,47.1,Medium,Application Exercise,30,3.02,48.1
10562,26,F,1,2.31,56.9,95.8,3.7,6.6,293,85.6,78.8,98.7,72.8,63.8,41,395,2.58,2.99,2.65,3.9,3.87,Video,47.1,81.8,72.7,88.8,72.7,64.5,Advanced Topics,26.2,Low,Advanced Practice,30,2.89,71.8
10563,23,M,1,2.86,84.5,88.0,5.3,11.3,376,78.2,97.3,70.8,88.2,84.1,36,310,3.14,3.83,2.61,3.58,3.17,Video,34.5,100.0,86.8,84.7,70.0,84.7,Critical Thinking,18.1,Low,Critical Thinking Activity,20,4.27,86.1
10564,21,M,1,2.55,63.3,87.1,7.5,9.9,340,87.9,76.4,73.6,69.1,74.8,23,245,3.3,3.43,1.66,2.95,3.4,Video,67.3,88.0,69.8,69.5,79.2,82.6,Application Skills,25.2,Low,Application Exercise,30,3.67,66.6
10565,24,M,4,2.36,55.8,86.2,6.7,3.2,101,63.2,73.5,65.8,53.4,68.9,27,168,3.15,2.16,3.32,3.07,3.03,Video,53.1,86.3,81.1,61.0,71.1,62.9,Application Skills,45.6,Medium,Application Exercise,35,5.21,47.3
10566,21,M,2,2.75,79.4,61.3,22.7,7.9,219,79.1,80.2,63.8,75.8,93.0,16,297,3.34,3.66,3.47,2.85,2.75,Video,43.9,86.2,75.3,85.1,82.1,78.4,Problem Solving,33.3,Low,Practice Questions,25,5.43,61.1
10567,18,F,4,2.54,64.5,57.0,24.1,6.0,226,67.7,69.0,40.4,46.9,62.9,10,295,3.17,3.46,2.52,3.46,2.93,Video,52.2,76.1,60.5,56.7,65.6,66.2,Application Skills,37.7,Medium,Application Exercise,25,4.94,69.9
10568,19,F,3,1.71,50.6,81.8,10.1,2.9,127,58.6,68.1,75.7,54.2,42.5,2,127,2.02,1.87,2.15,2.32,2.2,Video,38.9,49.9,65.7,43.7,51.9,50.1,Application Skills,43.1,Medium,Application Exercise,25,2.4,53.1
10569,18,M,2,1.71,34.3,91.1,8.0,4.6,81,50.4,52.1,73.7,44.3,46.7,13,79,2.49,2.09,3.61,3.05,2.28,Practice,33.1,49.0,48.2,70.0,43.7,66.7,Critical Thinking,49.7,Medium,Critical Thinking Activity,25,2.79,45.1
10570,21,M,3,1.67,67.7,78.2,13.3,3.4,196,48.9,59.4,67.6,21.1,47.0,23,359,2.9,1.85,2.98,3.39,3.0,Video,52.9,53.5,48.1,55.5,70.8,31.1,Advanced Topics,52.2,Medium,Advanced Practice,25,1.56,55.7
10571,22,F,2,3.08,73.0,59.7,20.8,1.3,177,67.8,68.6,58.2,56.4,50.5,10,141,2.85,3.09,3.02,2.91,2.56,Video,37.1,66.1,59.0,71.8,54.0,57.6,Critical Thinking,41.9,Medium,Critical Thinking Activity,35,2.75,59.4
10572,25,F,3,2.58,72.2,84.4,8.4,3.3,179,59.4,76.5,69.7,60.0,57.7,21,152,2.82,3.71,3.29,2.55,3.2,Video,52.0,93.5,69.7,70.3,63.5,68.2,Critical Thinking,36.7,Medium,Critical Thinking Activity,25,2.69,66.6
10573,22,F,2,2.92,60.3,76.4,12.8,8.7,224,74.2,76.4,81.2,84.7,90.1,32,355,3.77,3.91,2.49,3.72,3.6,Video,65.5,85.5,100.0,100.0,87.2,87.1,Conceptual Understanding,22.4,Low,Concept Review,20,5.81,80.3
10574,21,M,2,2.36,56.6,62.0,21.1,4.2,123,84.8,80.1,45.3,52.4,61.1,8,204,2.69,2.29,2.79,2.36,2.02,Video,34.1,80.3,78.0,60.7,62.5,50.0,Advanced Topics,40.4,Medium,Advanced Practice,30,6.27,57.2
10575,23,M,4,1.91,43.9,72.0,20.5,0.5,170,44.0,44.6,59.7,35.0,39.2,14,117,2.11,2.27,2.2,2.49,1.47,Video,15.7,55.1,49.1,34.6,42.4,24.6,Advanced Topics,52.8,Medium,Advanced Practice,25,2.08,45.1
10576,18,F,4,2.75,82.8,75.0,14.5,7.2,272,87.9,90.8,84.3,79.7,82.3,23,300,3.9,4.13,2.21,3.34,3.3,Video,64.0,88.6,95.9,83.5,85.3,73.3,Advanced Topics,18.8,Low,Advanced Practice,20,1.49,87.9
10577,22,F,4,1.85,48.2,53.3,21.6,3.3,157,49.5,65.1,51.0,39.4,38.6,8,79,2.49,2.34,2.91,2.45,1.76,Video,21.6,55.4,48.9,43.1,47.7,43.9,Application Skills,53.2,Medium,Application Exercise,25,1.22,45.4
10578,23,M,2,3.15,66.5,68.5,16.2,2.8,162,78.2,88.9,68.8,65.3,62.4,22,265,3.21,3.66,1.88,2.04,2.77,Video,41.9,77.3,60.9,94.5,70.7,69.0,Problem Solving,31.0,Low,Practice Questions,25,3.47,69.3
10579,18,M,3,2.59,47.4,79.0,7.7,5.9,189,65.3,52.0,88.0,56.4,48.7,19,204,2.88,2.32,2.73,2.73,2.72,Video,35.3,76.8,99.1,55.4,68.3,55.7,Application Skills,40.2,Medium,Application Exercise,25,3.14,56.7
10580,24,F,2,2.33,65.3,92.3,3.6,4.3,226,73.1,61.5,89.3,48.5,73.3,24,279,3.18,2.95,2.53,3.31,3.69,Video,47.4,69.0,62.0,63.0,68.1,49.8,Advanced Topics,39.1,Medium,Advanced Practice,35,3.11,54.4
10581,22,M,2,2.3,58.2,60.0,18.0,5.6,148,54.5,69.3,57.3,34.5,47.9,22,233,2.72,2.64,2.48,2.31,2.62,Video,56.0,67.2,57.0,59.8,49.4,48.6,Advanced Topics,47.6,Medium,Advanced Practice,25,4.02,55.3
10582,21,F,1,1.94,71.4,70.2,14.7,4.1,158,81.0,56.0,65.5,73.3,42.6,14,265,3.21,3.11,2.27,2.49,3.55,Video,63.8,82.6,63.3,75.0,66.3,61.0,Advanced Topics,32.8,Low,Advanced Practice,30,2.81,59.9
10583,23,F,3,2.86,89.0,91.3,1.7,9.9,414,90.9,83.8,89.0,94.5,100.0,37,566,4.64,4.07,3.12,4.41,3.96,Video,89.5,87.2,100.0,95.6,100.0,100.0,Conceptual Understanding,12.3,Low,Concept Review,20,4.48,95.9
10584,26,M,1,2.52,68.9,81.4,11.0,5.3,276,78.2,74.1,87.0,70.0,70.1,29,385,2.81,3.35,3.01,3.37,3.56,Video,39.2,72.8,69.2,100.0,92.4,72.3,Problem Solving,29.9,Low,Practice Questions,20,4.79,71.9
10585,22,M,2,3.14,52.9,61.2,21.3,8.8,253,89.0,88.8,81.8,83.5,68.6,27,379,3.14,4.45,2.54,3.59,3.77,Video,57.8,96.8,84.2,91.9,76.5,68.3,Advanced Topics,21.0,Low,Advanced Practice,20,3.12,80.7
10586,22,M,4,2.66,73.0,72.2,15.9,5.1,217,67.8,87.8,57.0,75.5,69.2,27,150,3.28,3.57,2.37,3.03,3.35,Video,43.5,73.8,79.3,71.3,77.4,64.9,Advanced Topics,28.0,Low,Advanced Practice,20,4.61,77.6
10587,20,M,1,2.3,48.0,70.0,16.3,0.9,120,50.5,54.2,57.6,52.2,51.5,8,247,2.7,2.24,1.93,1.57,2.46,Video,31.7,54.8,61.9,62.5,58.2,56.8,Conceptual Understanding,47.2,Medium,Concept Review,25,0.62,47.4
10588,20,M,1,2.04,60.1,71.9,12.7,4.7,228,66.6,63.0,63.7,53.1,63.8,17,378,3.02,2.64,4.12,2.45,3.3,Video,32.5,73.4,78.6,64.3,60.7,43.9,Advanced Topics,43.0,Medium,Advanced Practice,25,6.02,60.3
10589,23,F,1,2.19,53.7,73.4,15.6,2.6,140,56.1,63.9,71.0,54.5,68.5,18,188,2.75,2.96,2.98,3.07,2.97,Video,52.6,65.1,69.7,77.7,71.2,37.2,Advanced Topics,41.9,Medium,Advanced Practice,25,2.66,60.7
10590,20,F,4,3.45,73.1,67.3,21.9,9.9,418,100.0,95.5,72.0,85.5,82.0,21,419,4.07,4.89,2.17,2.95,3.02,Video,56.6,100.0,83.7,100.0,90.2,100.0,Problem Solving,14.8,Low,Practice Questions,25,3.66,86.5
10591,22,F,2,1.2,59.8,87.7,7.6,4.1,123,62.5,74.3,88.1,55.7,63.2,22,217,4.47,3.59,2.71,4.33,4.05,Video,83.4,58.5,72.9,55.1,59.1,47.3,Advanced Topics,36.2,Medium,Advanced Practice,25,6.25,64.1
10592,20,F,2,3.79,80.1,86.5,6.6,7.5,231,89.1,80.0,83.9,79.1,71.4,28,480,3.32,4.16,2.63,3.58,3.3,Video,59.6,84.0,95.3,100.0,100.0,91.2,Conceptual Understanding,18.7,Low,Concept Review,20,3.48,86.5
10593,23,M,4,2.87,81.3,82.2,6.9,7.0,251,87.8,68.5,75.0,78.4,65.6,20,264,2.92,3.62,2.88,2.97,2.97,Video,62.9,100.0,91.2,92.0,81.4,85.7,Critical Thinking,23.3,Low,Critical Thinking Activity,25,4.39,78.7
10594,22,M,4,2.66,96.8,89.6,3.9,14.3,582,99.7,92.1,98.6,100.0,100.0,48,766,3.31,4.35,2.7,5.0,4.36,Video,56.6,100.0,100.0,100.0,100.0,100.0,Conceptual Understanding,8.0,Low,Concept Review,30,5.93,98.3
10595,24,F,2,2.41,65.4,71.4,16.7,3.5,120,62.0,80.0,62.0,64.5,67.0,15,278,3.18,3.03,2.98,3.54,3.32,Video,61.7,66.6,68.9,91.3,80.9,74.3,Conceptual Understanding,38.7,Medium,Concept Review,25,5.86,61.1
10596,20,F,3,2.9,71.9,82.1,12.0,3.8,192,74.9,82.5,63.9,63.8,78.8,21,428,3.56,3.85,1.85,3.2,4.17,Video,75.7,86.6,79.5,92.5,92.1,55.4,Advanced Topics,28.2,Low,Advanced Practice,20,6.77,74.4
10597,21,M,3,3.61,98.4,100.0,0.5,16.0,560,100.0,100.0,100.0,100.0,100.0,46,591,4.53,5.0,1.69,5.0,4.65,Video,80.3,100.0,100.0,100.0,100.0,100.0,Conceptual Understanding,3.4,Low,Concept Review,30,5.87,100.0
10598,19,F,3,2.63,50.9,50.9,28.6,0.5,62,38.0,60.9,58.4,42.2,40.4,10,132,1.0,2.46,3.57,1.45,1.6,Quiz,23.1,51.3,34.6,70.1,48.3,36.2,Problem Solving,56.7,Medium,Practice Questions,25,1.47,45.4
10599,21,M,1,2.1,38.9,45.0,31.7,0.5,0,33.4,36.0,36.9,47.3,26.8,1,0,1.96,1.6,1.64,1.0,1.0,Practice,20.1,53.6,51.3,53.4,55.5,32.3,Advanced Topics,59.7,Medium,Advanced Practice,35,4.63,27.9
10600,22,M,4,1.76,46.5,65.3,20.1,0.5,85,34.6,47.3,51.7,27.9,39.4,5,162,2.26,1.26,2.99,1.56,1.36,Video,17.0,39.8,45.1,36.8,41.9,33.1,Advanced Topics,62.9,High,Advanced Practice,30,2.71,33.5
10601,23,M,2,3.06,82.6,81.4,8.9,14.0,460,100.0,93.0,97.1,85.4,96.8,44,623,4.11,3.51,2.03,4.69,4.45,Video,72.7,100.0,92.5,100.0,93.6,100.0,Problem Solving,13.5,Low,Practice Questions,30,4.32,92.3
